,School Name,dname,cname,enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,AvgScrTotal,NumGE21,PctGE21,Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),AggregateLevel,County Name,District Name,Dropout (Count),Dropout (Rate),"Enrollment 
(Ages 5-17)","Enrollment 
(K-12)","FRPM Count 
(Ages 5-17)","FRPM Count 
(K-12)","Free Meal 
Count 
(Ages 5-17)","Free Meal 
Count 
(K-12)",GED Completer (Count),GED Completer (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Met UC/CSU Grad Req's (Rate),PctGE21,"Percent (%) 
Eligible FRPM 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(K-12)","Percent (%) 
Eligible Free 
(Ages 5-17)","Percent (%) 
Eligible Free 
(K-12)",Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate)
81688,TEACH Tech Charter High,Los Angeles Unified,Los Angeles,36,4,,,,,,,,0.0,0.0,,,,1.0,4.2,274,282,255,263,247,254,0.0,0.0,0.0,0.0,95.2,,0.930656934,0.9326241129999999,0.9014598540000001,0.90070922,21.0,87.5
81776,University Preparatory Value High,Los Angeles Unified,Los Angeles,0,1,,,,,,,,,,,,,,,335,341,307,311,285,288,,,,,,,0.91641791,0.91202346,0.850746269,0.84457478,,
81808,View Park Continuation,Los Angeles Unified,Los Angeles,33,6,,,,,,,,0.0,0.0,,,,6.0,28.6,46,66,32,45,32,45,0.0,0.0,0.0,0.0,7.7,,0.695652174,0.681818182,0.695652174,0.681818182,13.0,61.9
81856,Pueblo de Los Angeles Continuation,Los Angeles Unified,Los Angeles,9,1,,,,,,,,0.0,0.0,,,,9.0,40.9,42,58,35,50,35,50,0.0,0.0,0.0,0.0,28.6,,0.833333333,0.8620689659999999,0.833333333,0.8620689659999999,7.0,31.8
81900,Phineas Banning Senior High,Los Angeles Unified,Los Angeles,479,116,17.0,18.0,18.0,18.0,17.75,23.0,19.83,0.0,0.0,,,,20.0,7.3,2366,2441,2129,2196,1909,1971,0.0,0.0,40.0,16.0,52.8,19.83,0.899830938,0.899631299,0.806846999,0.8074559609999999,250.0,91.2
81968,Bell Senior High,Los Angeles Unified,Los Angeles,626,172,18.0,19.0,19.0,18.0,18.5,58.0,33.72,0.0,0.0,,,,38.0,10.4,2530,2609,2376,2451,2135,2206,0.0,0.0,103.0,32.1,69.5,33.72,0.939130435,0.9394403990000001,0.843873518,0.845534688,321.0,88.2
82024,Belmont Senior High,Los Angeles Unified,Los Angeles,199,34,16.0,18.0,17.0,17.0,17.0,4.0,11.76,0.0,0.0,,,,17.0,17.9,807,973,728,865,695,822,0.0,0.0,25.0,36.2,78.3,11.76,0.902106568,0.889003083,0.861214374,0.844809866,69.0,72.6
82084,Birmingham Community Charter High,Los Angeles Unified,Los Angeles,808,110,18.0,20.0,19.0,19.0,19.0,38.0,34.55,0.0,0.0,,,,6.0,1.8,3047,3154,2571,2659,2234,2311,0.0,0.0,105.0,33.8,56.3,34.55,0.843780768,0.8430564359999999,0.733180177,0.732720355,311.0,94.0
82144,Cheviot Hills Continuation,Los Angeles Unified,Los Angeles,16,1,,,,,,,,0.0,0.0,,,,7.0,33.3,48,59,33,40,30,37,0.0,0.0,0.0,0.0,9.1,,0.6875,0.6779661020000001,0.625,0.627118644,11.0,52.4
82200,Canoga Park Senior High,Los Angeles Unified,Los Angeles,233,61,19.0,20.0,19.0,19.0,19.25,18.0,29.51,0.0,0.0,,,,12.0,8.4,1325,1415,1173,1250,1058,1129,0.0,0.0,17.0,13.4,56.7,29.51,0.8852830190000001,0.8833922259999999,0.7984905659999999,0.797879859,127.0,88.8
82264,Carson Senior High,Los Angeles Unified,Los Angeles,355,44,17.0,18.0,17.0,17.0,17.25,8.0,18.18,0.0,0.0,,,,16.0,10.3,1480,1520,1036,1071,889,922,0.0,0.0,38.0,27.9,57.4,18.18,0.7,0.7046052629999999,0.600675676,0.606578947,136.0,87.7
82328,Chatsworth Charter High,Los Angeles Unified,Los Angeles,463,47,22.0,22.0,21.0,21.0,21.5,26.0,55.32,0.0,0.0,,,,7.0,3.4,1804,1864,1235,1279,1051,1093,0.0,0.0,54.0,27.6,59.7,55.32,0.6845898,0.686158798,0.582594235,0.586373391,196.0,95.1
82388,Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,640,117,25.0,26.0,24.0,24.0,24.75,86.0,73.5,0.0,0.0,,,,28.0,7.3,3013,3158,1972,2098,1708,1822,0.0,0.0,114.0,33.0,70.1,73.5,0.654497179,0.664344522,0.5668768670000001,0.576947435,345.0,90.3
82456,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,270,69,15.0,16.0,16.0,16.0,15.75,4.0,5.8,0.0,0.0,,,,20.0,16.4,902,972,682,722,650,688,0.0,0.0,14.0,14.7,46.3,5.8,0.7560975609999999,0.742798354,0.720620843,0.70781893,95.0,77.9
82516,El Camino Real Charter High,Los Angeles Unified,Los Angeles,987,133,25.0,25.0,24.0,24.0,24.5,102.0,76.69,0.0,0.0,,,,21.0,4.4,3483,3567,1101,1128,963,988,0.0,0.0,151.0,34.1,64.1,76.69,0.31610680399999996,0.316232128,0.276485788,0.276983459,443.0,93.1
82584,Downtown Business High,Los Angeles Unified,Los Angeles,219,121,20.0,20.0,21.0,20.0,20.25,54.0,44.63,0.0,0.0,,,,5.0,3.8,1016,1035,832,847,748,761,0.0,0.0,43.0,34.4,77.6,44.63,0.8188976379999999,0.818357488,0.7362204720000001,0.7352656999999999,125.0,94.7
82644,Fairfax Senior High,Los Angeles Unified,Los Angeles,493,53,21.0,23.0,22.0,21.0,21.75,31.0,58.49,0.0,0.0,,,,16.0,6.6,1853,1918,1482,1532,1316,1360,0.0,0.0,75.0,34.6,64.1,58.49,0.799784134,0.7987486970000001,0.7101996759999999,0.70907195,217.0,89.7
82712,John H. Francis Polytechnic,Los Angeles Unified,Los Angeles,635,70,18.0,19.0,21.0,20.0,19.5,24.0,34.29,0.0,0.0,,,,24.0,8.0,2675,2766,2397,2481,2137,2216,0.0,0.0,101.0,37.8,83.5,34.29,0.8960747659999999,0.8969631240000001,0.798878505,0.801156905,267.0,88.7
82780,King/Drew Medical Magnet High,Los Angeles Unified,Los Angeles,348,202,18.0,19.0,19.0,19.0,18.75,66.0,32.67,0.0,0.0,,,,6.0,2.5,1567,1573,1418,1424,1279,1285,0.0,0.0,62.0,26.7,78.9,32.67,0.904913848,0.9052765420000001,0.816209317,0.816910362,232.0,97.1
82836,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,388,30,16.0,17.0,17.0,16.0,16.5,5.0,16.67,0.0,0.0,,,,25.0,11.1,1773,1871,1706,1797,1649,1732,0.0,0.0,32.0,16.5,56.7,16.67,0.962210942,0.960448958,0.930062042,0.9257081770000001,194.0,85.8
82892,Gardena Senior High,Los Angeles Unified,Los Angeles,318,59,17.0,18.0,17.0,18.0,17.5,14.0,23.73,0.0,0.0,,,,18.0,11.0,1375,1431,1169,1220,1053,1100,0.0,0.0,22.0,15.8,48.2,23.73,0.8501818179999999,0.852550664,0.7658181820000001,0.768693222,139.0,85.3
82960,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,594,291,17.0,18.0,19.0,18.0,18.0,66.0,22.68,0.0,0.0,,,,2.0,0.7,2458,2531,2276,2343,2069,2129,0.0,0.0,91.0,32.9,78.3,22.68,0.925956062,0.925721059,0.841741253,0.841169498,277.0,96.9
83016,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1139,250,26.0,26.0,25.0,25.0,25.5,209.0,83.6,0.0,0.0,,,,4.0,0.7,4653,4739,2262,2312,1577,1612,0.0,0.0,257.0,49.1,84.3,83.6,0.486137975,0.487866639,0.338921126,0.340156151,523.0,95.3
83084,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,401,25,20.0,20.0,20.0,19.0,19.75,12.0,48.0,0.0,0.0,,,,11.0,5.0,1799,1888,1514,1591,1367,1440,0.0,0.0,55.0,27.4,55.2,48.0,0.841578655,0.842690678,0.7598665929999999,0.762711864,201.0,90.5
83148,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,584,181,23.0,23.0,21.0,21.0,22.0,98.0,54.14,0.0,0.0,,,,23.0,7.1,2570,2637,1732,1782,1520,1561,0.0,0.0,89.0,30.3,72.4,54.14,0.6739299609999999,0.675767918,0.591439689,0.591960561,294.0,90.5
83216,Hollywood Senior High,Los Angeles Unified,Los Angeles,336,38,21.0,22.0,21.0,20.0,21.0,15.0,39.47,0.0,0.0,,,,12.0,6.3,1489,1525,1276,1308,1145,1176,0.0,0.0,51.0,29.5,80.9,39.47,0.8569509740000001,0.8577049179999999,0.768972465,0.7711475409999999,173.0,91.5
83276,Huntington Park Senior High,Los Angeles Unified,Los Angeles,380,105,15.0,16.0,16.0,17.0,16.0,7.0,6.67,0.0,0.0,,,,16.0,7.9,1434,1500,1355,1416,1264,1319,0.0,0.0,48.0,26.1,63.6,6.67,0.944909344,0.9440000000000001,0.8814504879999999,0.8793333329999999,184.0,91.1
83332,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,124,61,15.0,16.0,16.0,16.0,15.75,5.0,8.2,0.0,0.0,,,,17.0,19.5,628,668,584,616,557,588,0.0,0.0,15.0,22.4,65.7,8.2,0.929936306,0.9221556890000001,0.886942675,0.8802395209999999,67.0,77.0
83380,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,125,32,13.0,15.0,16.0,14.0,14.5,1.0,3.13,0.0,0.0,,,,8.0,13.6,481,518,464,500,449,485,0.0,0.0,9.0,19.6,50.0,3.13,0.964656965,0.965250965,0.933471933,0.9362934359999999,46.0,78.0
83428,Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,246,39,19.0,20.0,22.0,20.0,20.25,17.0,43.59,0.0,0.0,,,,15.0,11.5,1058,1119,1005,1063,940,991,0.0,0.0,25.0,23.8,69.5,43.59,0.949905482,0.949955317,0.888468809,0.885612154,105.0,80.8
83484,Los Angeles Senior High,Los Angeles Unified,Los Angeles,239,30,17.0,18.0,19.0,19.0,18.25,8.0,26.67,0.0,0.0,,,,27.0,17.1,1210,1293,1046,1111,955,1014,0.0,0.0,21.0,17.4,56.2,26.67,0.86446281,0.859242073,0.789256198,0.784222738,121.0,76.6
83548,Manual Arts Senior High,Los Angeles Unified,Los Angeles,321,94,15.0,17.0,16.0,16.0,16.0,11.0,11.7,0.0,0.0,,,,28.0,15.6,1304,1408,1197,1283,1158,1242,0.0,0.0,21.0,14.6,75.7,11.7,0.917944785,0.9112215909999999,0.88803681,0.882102273,144.0,80.4
83612,John Marshall Senior High,Los Angeles Unified,Los Angeles,529,100,23.0,24.0,22.0,22.0,22.75,62.0,62.0,0.0,0.0,,,,11.0,3.7,2331,2396,1767,1816,1505,1547,1.0,0.3,111.0,40.4,80.7,62.0,0.758043758,0.757929883,0.645645646,0.645659432,275.0,92.6
83680,James Monroe High,Los Angeles Unified,Los Angeles,457,43,19.0,21.0,19.0,19.0,19.5,15.0,34.88,0.0,0.0,,,,26.0,11.9,2027,2185,1861,1996,1754,1882,0.0,0.0,27.0,14.6,53.0,34.88,0.918105575,0.913501144,0.865318204,0.861327231,185.0,84.5
83740,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,485,91,18.0,19.0,19.0,18.0,18.5,31.0,34.07,0.0,0.0,,,,9.0,3.6,2103,2195,1771,1856,1474,1550,0.0,0.0,64.0,27.4,69.7,34.07,0.84213029,0.845558087,0.700903471,0.706150342,234.0,92.9
83808,North Hollywood Senior High,Los Angeles Unified,Los Angeles,566,89,25.0,25.0,24.0,24.0,24.5,54.0,60.67,0.0,0.0,,,,8.0,3.1,2429,2501,1800,1859,1612,1668,0.0,0.0,85.0,35.6,72.0,60.67,0.741045698,0.743302679,0.663647592,0.666933227,239.0,94.1
83868,Reseda Senior High,Los Angeles Unified,Los Angeles,394,44,20.0,21.0,20.0,20.0,20.25,19.0,43.18,0.0,0.0,,,,3.0,1.6,1423,1522,1198,1280,1072,1149,0.0,0.0,38.0,22.6,60.7,43.18,0.841883345,0.8409986859999999,0.753338018,0.754927727,168.0,92.3
83932,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,329,100,16.0,17.0,17.0,17.0,16.75,19.0,19.0,0.0,0.0,,,,24.0,17.8,1180,1267,1131,1209,1060,1137,0.0,0.0,26.0,24.5,60.4,19.0,0.958474576,0.954222573,0.898305085,0.897395422,106.0,78.5
83984,San Fernando Senior High,Los Angeles Unified,Los Angeles,493,94,17.0,19.0,19.0,18.0,18.25,26.0,27.66,0.0,0.0,,,,17.0,6.3,1978,2053,1806,1875,1574,1635,0.0,0.0,51.0,20.7,69.1,27.66,0.913043478,0.913297613,0.795753286,0.796395519,246.0,91.8
84048,San Pedro Senior High,Los Angeles Unified,Los Angeles,557,84,20.0,21.0,21.0,20.0,20.5,42.0,50.0,0.0,0.0,,,,8.0,2.9,2345,2437,1545,1607,1326,1383,0.0,0.0,89.0,34.1,63.2,50.0,0.6588486139999999,0.659417316,0.5654584220000001,0.567501026,261.0,95.6
84120,South Gate Senior High,Los Angeles Unified,Los Angeles,597,220,17.0,18.0,18.0,18.0,17.75,43.0,19.55,0.0,0.0,,,,17.0,5.7,2656,2734,2434,2500,2185,2245,0.0,0.0,83.0,30.6,67.5,19.55,0.916415663,0.914411119,0.822665663,0.821141185,271.0,90.6
84184,Sylmar Charter High,Los Angeles Unified,Los Angeles,413,62,17.0,19.0,19.0,18.0,18.25,17.0,27.42,0.0,0.0,,,,11.0,4.6,1584,1663,1359,1432,1200,1265,0.0,0.0,72.0,32.1,72.8,27.42,0.857954545,0.8610944079999999,0.757575758,0.7606734820000001,224.0,94.5
84248,Taft Charter High,Los Angeles Unified,Los Angeles,575,90,23.0,24.0,23.0,22.0,23.0,58.0,64.44,0.0,0.0,,,,19.0,6.3,2309,2364,1545,1590,1310,1352,0.0,0.0,81.0,30.1,66.9,64.44,0.669120832,0.6725888320000001,0.567345171,0.571912014,269.0,88.8
84316,University Senior High,Los Angeles Unified,Los Angeles,389,95,20.0,21.0,21.0,20.0,20.5,46.0,48.42,0.0,0.0,,,,11.0,5.6,1499,1564,1114,1161,915,954,0.0,0.0,67.0,37.2,46.1,48.42,0.7431621079999999,0.7423273659999999,0.610406938,0.609974425,180.0,90.9
84380,Van Nuys Senior High,Los Angeles Unified,Los Angeles,530,85,24.0,25.0,24.0,24.0,24.25,61.0,71.76,0.0,0.0,,,,20.0,7.0,2605,2712,2095,2182,1869,1954,0.0,0.0,78.0,30.2,67.8,71.76,0.8042226490000001,0.804572271,0.717466411,0.720501475,258.0,90.8
84444,Venice Senior High,Los Angeles Unified,Los Angeles,432,100,22.0,23.0,23.0,22.0,22.5,67.0,67.0,0.0,0.0,,,,20.0,8.4,1975,2038,1383,1422,1199,1231,0.0,0.0,72.0,34.4,71.8,67.0,0.700253165,0.697742885,0.607088608,0.604023553,209.0,87.8
84512,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,293,25,20.0,21.0,21.0,20.0,20.5,14.0,56.0,0.0,0.0,,,,6.0,3.8,1252,1283,954,978,795,818,1.0,0.6,45.0,30.6,64.6,56.0,0.7619808309999999,0.7622759159999999,0.634984026,0.6375682,147.0,93.0
84576,George Washington Preparatory High,Los Angeles Unified,Los Angeles,222,24,15.0,18.0,16.0,17.0,16.5,2.0,8.33,0.0,0.0,,,,23.0,21.3,841,888,765,808,738,779,0.0,0.0,24.0,30.0,53.8,8.33,0.9096313909999999,0.90990991,0.877526754,0.877252252,80.0,74.1
84640,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,234,65,19.0,20.0,18.0,19.0,19.0,22.0,33.85,0.0,0.0,,,,5.0,4.1,949,965,700,710,593,602,0.0,0.0,23.0,20.2,61.4,33.85,0.737618546,0.735751295,0.624868282,0.623834197,114.0,94.2
84700,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,317,125,17.0,18.0,17.0,18.0,17.5,30.0,24.0,0.0,0.0,,,,10.0,5.6,1446,1488,1341,1380,1225,1263,0.0,0.0,31.0,19.5,63.5,24.0,0.927385892,0.927419355,0.847164592,0.848790323,159.0,89.8
84768,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,401,121,22.0,22.0,22.0,22.0,22.0,75.0,61.98,0.0,0.0,,,,2.0,0.8,1855,1861,1649,1655,1443,1447,0.0,0.0,77.0,32.6,81.8,61.98,0.888948787,0.889306824,0.777897574,0.777538958,236.0,97.1
84828,Youth Opportunities Unlimited,Los Angeles Unified,Los Angeles,68,2,,,,,,,,0.0,0.0,,,,19.0,22.1,226,290,219,282,214,277,0.0,0.0,0.0,0.0,2.2,,0.9690265490000001,0.972413793,0.946902655,0.9551724140000001,46.0,53.5
84876,Palisades Charter High,Los Angeles Unified,Los Angeles,716,223,27.0,28.0,26.0,25.0,26.5,182.0,81.61,0.0,0.0,,,,5.0,1.4,2961,3056,1016,1043,860,884,0.0,0.0,98.0,28.5,65.4,81.61,0.343127322,0.34129581200000003,0.290442418,0.289267016,344.0,96.6
84940,Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,352,119,16.0,17.0,17.0,17.0,16.75,15.0,12.61,0.0,0.0,,,,7.0,3.9,1687,1719,1434,1460,1332,1357,0.0,0.0,47.0,27.3,71.5,12.61,0.850029638,0.8493310059999999,0.789567279,0.7894124490000001,172.0,96.1
85040,Lynwood High,Lynwood Unified,Los Angeles,497,110,17.0,19.0,18.0,18.0,18.0,24.0,21.82,0.0,0.0,,,,9.0,3.7,2123,2181,1696,1734,1562,1599,0.0,0.0,74.0,31.4,65.3,21.82,0.7988695240000001,0.7950481429999999,0.735751295,0.7331499309999999,236.0,96.3
85092,Monrovia High,Monrovia Unified,Los Angeles,402,92,23.0,23.0,22.0,22.0,22.5,55.0,59.78,0.0,0.0,,,,6.0,3.2,1639,1689,850,878,744,764,0.0,0.0,0.0,0.0,65.6,59.78,0.5186089079999999,0.519834221,0.45393532600000003,0.452338662,180.0,95.7
85160,Applied Technology Center,Montebello Unified,Los Angeles,111,10,,,,,,,,0.0,0.0,,,,1.0,2.1,541,546,422,426,369,373,0.0,0.0,13.0,27.7,63.8,,0.7800369690000001,0.78021978,0.68207024,0.683150183,47.0,97.9
85208,Schurr High,Montebello Unified,Los Angeles,644,75,21.0,22.0,22.0,22.0,21.75,43.0,57.33,0.0,0.0,,,,9.0,2.9,2672,2711,1961,1992,1681,1709,0.0,0.0,100.0,34.5,46.2,57.33,0.7339071859999999,0.734784212,0.629116766,0.630394688,290.0,93.2
85268,Bell Gardens High,Montebello Unified,Los Angeles,709,193,18.0,19.0,18.0,19.0,18.5,54.0,27.98,0.0,0.0,,,,27.0,7.4,2673,2752,2436,2502,2212,2276,0.0,0.0,112.0,35.4,45.9,27.98,0.911335578,0.909156977,0.827534605,0.827034884,316.0,86.6
85320,Montebello High,Montebello Unified,Los Angeles,683,53,20.0,20.0,20.0,18.0,19.5,17.0,32.08,0.0,0.0,,,,11.0,3.5,2422,2532,2117,2208,1867,1948,0.0,0.0,95.0,31.8,36.8,32.08,0.8740710159999999,0.872037915,0.7708505370000001,0.7693522909999999,299.0,94.9
85376,John H. Glenn High,Norwalk-La Mirada Unified,Los Angeles,294,33,18.0,20.0,19.0,19.0,19.0,13.0,39.39,0.0,0.0,,,,3.0,2.4,1283,1322,1084,1106,948,967,0.0,0.0,18.0,15.5,35.3,39.39,0.844894778,0.836611195,0.738893219,0.731467474,116.0,94.3
85440,La Mirada High,Norwalk-La Mirada Unified,Los Angeles,422,39,21.0,22.0,22.0,21.0,21.5,21.0,53.85,0.0,0.0,,,,0.0,0.0,1969,2006,1003,1016,825,838,0.0,0.0,58.0,28.4,49.5,53.85,0.509395632,0.506480558,0.41899441299999995,0.41774676,204.0,98.1
85512,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,489,118,19.0,20.0,19.0,19.0,19.25,41.0,34.75,0.0,0.0,,,,0.0,0.0,2038,2085,1675,1714,1403,1440,0.0,0.0,62.0,26.6,51.5,34.75,0.8218841999999998,0.82206235,0.68842002,0.690647482,233.0,97.9
85584,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles,590,266,28.0,28.0,28.0,27.0,27.75,249.0,93.61,0.0,0.0,,,,0.0,0.0,2279,2348,176,181,161,166,0.0,0.0,220.0,71.2,89.3,93.61,0.077226854,0.077086882,0.07064502,0.070698467,309.0,98.4
85648,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,465,282,27.0,27.0,26.0,26.0,26.5,249.0,88.3,0.0,0.0,,,,0.0,0.0,1727,1778,81,83,77,79,0.0,0.0,140.0,66.0,85.4,88.3,0.046902142,0.046681665,0.044585987,0.04443194599999999,212.0,99.1
85696,Paramount High,Paramount Unified,Los Angeles,1112,80,20.0,21.0,21.0,21.0,20.75,36.0,45.0,0.0,0.0,,,,23.0,4.1,4648,4722,4266,4329,3851,3908,0.0,0.0,69.0,13.0,49.9,45.0,0.917814114,0.916772554,0.8285283990000001,0.8276154170000001,529.0,93.6
85760,John Muir High,Pasadena Unified,Los Angeles,190,32,17.0,18.0,18.0,17.0,17.5,8.0,25.0,0.0,0.0,,,,1.0,1.4,846,892,643,675,600,629,0.0,0.0,12.0,16.4,42.5,25.0,0.760047281,0.7567264570000001,0.709219858,0.705156951,73.0,98.6
85820,Rose City High (Continuation),Pasadena Unified,Los Angeles,115,1,,,,,,,,0.0,0.0,,,,9.0,25.0,107,166,77,120,72,114,0.0,0.0,0.0,0.0,4.3,,0.719626168,0.7228915659999999,0.672897196,0.686746988,23.0,63.9
85876,Pasadena High,Pasadena Unified,Los Angeles,466,103,22.0,23.0,22.0,21.0,22.0,58.0,56.31,0.0,0.0,,,,1.0,0.4,1747,1807,1040,1077,883,916,0.0,0.0,92.0,40.4,61.0,56.31,0.595306239,0.596015495,0.5054378939999999,0.5069175429999999,228.0,98.3
85944,Ganesha High,Pomona Unified,Los Angeles,219,75,17.0,17.0,18.0,18.0,17.5,13.0,17.33,0.0,0.0,,,,11.0,9.1,917,936,829,843,734,747,0.0,0.0,19.0,17.8,53.3,17.33,0.904034896,0.900641026,0.800436205,0.798076923,107.0,88.4
85996,Garey High,Pomona Unified,Los Angeles,395,52,18.0,18.0,19.0,18.0,18.25,14.0,26.92,0.0,0.0,,,,11.0,6.0,1737,1881,1575,1668,1404,1486,0.0,0.0,47.0,29.0,35.2,26.92,0.9067357509999999,0.88676236,0.808290155,0.7900053159999999,162.0,89.0
86056,Pomona High,Pomona Unified,Los Angeles,310,74,18.0,18.0,18.0,18.0,18.0,19.0,25.68,0.0,0.0,,,,8.0,5.6,1155,1199,993,1028,873,904,0.0,0.0,41.0,32.0,51.6,25.68,0.85974026,0.8573811509999999,0.755844156,0.753961635,128.0,88.9
86116,Diamond Ranch High,Pomona Unified,Los Angeles,405,112,22.0,22.0,20.0,21.0,21.25,56.0,50.0,0.0,0.0,,,,5.0,2.8,1599,1631,957,984,793,819,0.0,0.0,53.0,31.4,63.9,50.0,0.598499062,0.603310852,0.495934959,0.5021459229999999,169.0,96.0
86184,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,74,16,18.0,18.0,19.0,18.0,18.25,3.0,18.75,0.0,0.0,,,,0.0,0.0,315,327,291,301,256,263,0.0,0.0,12.0,30.8,46.2,18.75,0.923809524,0.920489297,0.812698413,0.8042813459999999,39.0,100.0
86244,San Marino High,San Marino Unified,Los Angeles,301,144,29.0,28.0,29.0,27.0,28.25,134.0,93.06,0.0,0.0,,,,0.0,0.0,1088,1123,108,112,101,104,0.0,0.0,70.0,52.6,85.7,93.06,0.099264706,0.09973285800000001,0.09283088199999999,0.09260908300000001,133.0,95.7
86296,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,713,303,26.0,26.0,25.0,25.0,25.5,241.0,79.54,0.0,0.0,,,,9.0,2.5,2735,2826,725,750,605,629,0.0,0.0,191.0,56.7,73.6,79.54,0.265082267,0.265392781,0.221206581,0.22257607899999998,337.0,94.9
86360,South Pasadena Senior High,South Pasadena Unified,Los Angeles,390,161,29.0,28.0,28.0,27.0,28.0,146.0,90.68,0.0,0.0,,,,9.0,5.3,1456,1492,314,328,260,271,0.0,0.0,52.0,32.9,76.6,90.68,0.215659341,0.219839142,0.17857142899999998,0.18163538899999998,158.0,93.5
86420,Temple City High,Temple City Unified,Los Angeles,525,155,28.0,27.0,28.0,26.0,27.25,141.0,90.97,0.0,0.0,,,,1.0,0.4,1946,1977,872,890,695,710,0.0,0.0,156.0,65.5,73.5,90.97,0.448098664,0.45017703600000003,0.35714285700000004,0.359129995,238.0,99.6
86484,Torrance High,Torrance Unified,Los Angeles,490,83,21.0,22.0,22.0,21.0,21.5,47.0,56.63,0.0,0.0,,,,0.0,0.0,1916,1954,662,677,535,547,0.0,0.0,128.0,51.0,65.3,56.63,0.34551148200000004,0.34646878200000003,0.279227557,0.279938588,251.0,99.2
86552,Edgewood High,West Covina Unified,Los Angeles,204,20,19.0,21.0,20.0,20.0,20.0,8.0,40.0,0.0,0.0,,,,1.0,1.0,795,814,516,533,424,439,0.0,0.0,0.0,0.0,54.2,40.0,0.649056604,0.654791155,0.533333333,0.539312039,96.0,99.0
86616,West Covina High,West Covina Unified,Los Angeles,527,68,20.0,21.0,21.0,20.0,20.5,33.0,48.53,0.0,0.0,,,,8.0,3.1,2187,2227,1417,1440,1189,1210,0.0,0.0,0.0,0.0,56.0,48.53,0.647919524,0.646609789,0.543667124,0.543331837,248.0,95.4
86676,La Serna High,Whittier Union High,Los Angeles,741,96,23.0,24.0,23.0,23.0,23.25,67.0,69.79,0.0,0.0,,,,2.0,0.5,2648,2718,1343,1389,1014,1055,0.0,0.0,130.0,36.6,74.4,69.79,0.5071752270000001,0.511037528,0.382930514,0.388153054,355.0,97.3
86736,Pioneer High,Whittier Union High,Los Angeles,345,89,17.0,19.0,21.0,19.0,19.0,30.0,33.71,0.0,0.0,,,,0.0,0.0,1275,1303,1139,1164,973,996,0.0,0.0,42.0,25.5,63.0,33.71,0.893333333,0.8933231009999999,0.763137255,0.76438987,165.0,97.6
88500,Santa Fe High,Whittier Union High,Los Angeles,591,145,19.0,20.0,21.0,21.0,20.25,66.0,45.52,0.0,0.0,,,,5.0,1.8,2224,2282,1699,1746,1260,1301,0.0,0.0,88.0,32.6,65.2,45.52,0.7639388490000001,0.765118317,0.566546763,0.570113935,270.0,97.5
88568,Whittier High,Whittier Union High,Los Angeles,468,102,18.0,19.0,20.0,19.0,19.0,33.0,32.35,0.0,0.0,,,,1.0,0.4,1873,1906,1421,1443,1241,1260,0.0,0.0,64.0,28.6,71.0,32.35,0.7586759209999999,0.7570828959999999,0.6625734120000001,0.661070304,224.0,97.8
88680,West Ranch High,William S. Hart Union High,Los Angeles,585,185,28.0,27.0,27.0,26.0,27.0,166.0,89.73,0.0,0.0,,,,4.0,1.5,2426,2470,386,389,330,333,0.0,0.0,119.0,46.1,75.6,89.73,0.159109646,0.157489879,0.136026381,0.134817814,258.0,98.5
88744,Canyon High,William S. Hart Union High,Los Angeles,520,78,20.0,21.0,21.0,21.0,20.75,38.0,48.72,0.0,0.0,,,,2.0,0.8,2174,2218,851,875,738,759,0.0,0.0,85.0,35.3,54.4,48.72,0.39144434200000006,0.394499549,0.339466421,0.34220018,241.0,98.8
89256,Saugus High,William S. Hart Union High,Los Angeles,570,149,25.0,25.0,24.0,24.0,24.5,119.0,79.87,0.0,0.0,,,,2.0,0.7,2395,2441,397,406,340,348,0.0,0.0,143.0,48.5,57.6,79.87,0.165762004,0.166325277,0.141962422,0.142564523,295.0,99.0
